urls;actions;numerosity
bkn-vs-det-0022400861/25.mp4;[{'player': '12', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
bkn-vs-det-0022400861/27.mp4;[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '9', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/28.mp4;[{'player': '12', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '9', 'color': 'black'}];1
bkn-vs-det-0022400861/32.mp4;[{'player': '8', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];4
bkn-vs-det-0022400861/34.mp4;[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/36.mp4;[{'player': '45', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/37.mp4;[{'player': '0', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/41.mp4;[{'player': '33', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];4
bkn-vs-det-0022400861/44.mp4;[{'player': '45', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];3
bkn-vs-det-0022400861/46.mp4;[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/49.mp4;[{'player': '9', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];3
bkn-vs-det-0022400861/50.mp4;[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/54.mp4;[{'player': '45', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '12', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];4
bkn-vs-det-0022400861/55.mp4;[{'player': '0', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/57.mp4;[{'player': '33', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/58.mp4;[{'player': '33', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/62.mp4;[{'player': '9', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];4
bkn-vs-det-0022400861/63.mp4;[{'player': '9', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '2', 'color': 'black'}];1
bkn-vs-det-0022400861/64.mp4;[{'player': '2', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/65.mp4;[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/66.mp4;[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/67.mp4;[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}];1
bkn-vs-det-0022400861/68.mp4;[{'player': '22', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '4', 'color': 'white'}];1
bkn-vs-det-0022400861/69.mp4;[{'player': '17', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '12', 'color': 'black'}];1
bkn-vs-det-0022400861/70.mp4;[{'player': '13', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/71.mp4;[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '17', 'color': 'black'}];1
bkn-vs-det-0022400861/75.mp4;[{'player': '45', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
bkn-vs-det-0022400861/77.mp4;[{'player': '12', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/78.mp4;[{'player': '13', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '22', 'color': 'white'}];1
bkn-vs-det-0022400861/81.mp4;[{'player': '5', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '17', 'color': 'black'}, {'player': '4', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/90.mp4;[{'player': '12', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/92.mp4;[{'player': '4', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/95.mp4;[{'player': '5', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '22', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '22', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];3
bkn-vs-det-0022400861/96.mp4;[{'player': '22', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/97.mp4;[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];1
bkn-vs-det-0022400861/98.mp4;[{'player': '4', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/99.mp4;[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '00', 'color': 'black'}];1
bkn-vs-det-0022400861/100.mp4;[{'player': '13', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '20', 'color': 'white'}];1
bkn-vs-det-0022400861/101.mp4;[{'player': '17', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/103.mp4;[{'player': '4', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/104.mp4;[{'player': '20', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '22', 'color': 'white'}];1
bkn-vs-det-0022400861/105.mp4;[{'player': '17', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/109.mp4;[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
bkn-vs-det-0022400861/112.mp4;[{'player': '28', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '19', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
bkn-vs-det-0022400861/113.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/114.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/116.mp4;[{'player': '28', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/119.mp4;[{'player': '13', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '17', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '00', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];3
bkn-vs-det-0022400861/120.mp4;[{'player': '22', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '20', 'color': 'white'}];1
bkn-vs-det-0022400861/122.mp4;[{'player': '17', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '4', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/128.mp4;[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '20', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];5
bkn-vs-det-0022400861/129.mp4;[{'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/130.mp4;[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/131.mp4;[{'player': '13', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/132.mp4;[{'player': '4', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/133.mp4;[{'player': '2', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/134.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/137.mp4;[{'player': '4', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];3
bkn-vs-det-0022400861/139.mp4;[{'player': '20', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '19', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/140.mp4;[{'player': '5', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '19', 'color': 'black'}];1
bkn-vs-det-0022400861/142.mp4;[{'player': '20', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '20', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/145.mp4;[{'player': '5', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '45', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/148.mp4;[{'player': '45', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '00', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '00', 'color': 'black'}];3
bkn-vs-det-0022400861/149.mp4;[{'player': '27', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '7', 'color': 'white'}];1
bkn-vs-det-0022400861/150.mp4;[{'player': '27', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/151.mp4;[{'player': '00', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/152.mp4;[{'player': '00', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/156.mp4;[{'player': '7', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '00', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '0', 'color': 'black'}, {'player': '9', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
bkn-vs-det-0022400861/157.mp4;[{'player': '8', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/159.mp4;[{'player': '33', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/161.mp4;[{'player': '7', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/162.mp4;[{'player': '33', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/164.mp4;[{'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/172.mp4;[{'player': '12', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/174.mp4;[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/176.mp4;[{'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '2', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/177.mp4;[{'player': '2', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/180.mp4;[{'player': '9', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];3
bkn-vs-det-0022400861/185.mp4;[{'player': '8', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '8', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '9', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];5
bkn-vs-det-0022400861/186.mp4;[{'player': '8', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/188.mp4;[{'player': '12', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '33', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/190.mp4;[{'player': '2', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '4', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/191.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/192.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/194.mp4;[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/195.mp4;[{'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/196.mp4;[{'player': '12', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/197.mp4;[{'player': '12', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/198.mp4;[{'player': '45', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/200.mp4;[{'player': '0', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '8', 'color': 'black'}, {'player': '45', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/201.mp4;[{'player': '0', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/202.mp4;[{'player': '0', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/203.mp4;[{'player': '2', 'action': 'Free Throw', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/204.mp4;[{'player': '2', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/206.mp4;[{'player': '28', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '22', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];2
bkn-vs-det-0022400861/208.mp4;[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/211.mp4;[{'player': '12', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '13', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '7', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];3
bkn-vs-det-0022400861/212.mp4;[{'player': '8', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/213.mp4;[{'player': '22', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/214.mp4;[{'player': '22', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/215.mp4;[{'player': '5', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/217.mp4;[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '17', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/219.mp4;[{'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '28', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/223.mp4;[{'player': '2', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '12', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '8', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}, {'player': '28', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];4
bkn-vs-det-0022400861/224.mp4;[{'player': '17', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': '28', 'color': 'black'}];1
bkn-vs-det-0022400861/227.mp4;[{'player': '7', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}, {'player': '33', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];3
bkn-vs-det-0022400861/228.mp4;[{'player': '28', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': '17', 'color': 'black'}];1
bkn-vs-det-0022400861/230.mp4;[{'player': '33', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '28', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/232.mp4;[{'player': '28', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '28', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];2
bkn-vs-det-0022400861/236.mp4;[{'player': '2', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'white'}, {'player': '0', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}, {'player': '17', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None, 'color': 'black'}];3
bkn-vs-det-0022400861/237.mp4;[{'player': '0', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'black'}];1
bkn-vs-det-0022400861/238.mp4;[{'player': '33', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/239.mp4;[{'player': '33', 'action': 'Free Throw', 'result': True, 'assisted': False, 'other_player': None, 'color': 'white'}];1
bkn-vs-det-0022400861/240.mp4;[{'player': '33', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': None, 'color': 'white'}];1
