files;actions_name;number_actions
../validation/2025/multi/orl-vs-sas-0022400988_11.mp4;[{'player': 18, 'jersey_color': 'black', 'action': 'Free Throw', 'result': False, 'assisted': None, 'other_player': None}];1
../validation/2025/multi/orl-vs-sas-0022400988_29.mp4;[{'player': 5, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/orl-vs-sas-0022400988_1.mp4;[{'player': 3, 'jersey_color': 'black', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': 34}];1
../validation/2025/multi/phi-vs-nyk-0022401098_19.mp4;[{'player': 25, 'jersey_color': 'blue', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 0}, {'player': 30, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/phi-vs-nyk-0022401098_4.mp4;[{'player': 8, 'jersey_color': 'white', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': 8}, {'player': 8, 'jersey_color': 'blue', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 8}];2
../validation/2025/multi/phi-vs-nyk-0022401098_22.mp4;[{'player': 10, 'jersey_color': 'blue', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 25}, {'player': 23, 'jersey_color': 'blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 30, 'jersey_color': 'white', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 23}];3
../validation/2025/multi/phi-vs-nyk-0022401098_13.mp4;[{'player': 8, 'jersey_color': 'blue', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 16, 'jersey_color': 'white', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 8}];2
../validation/2025/multi/phx-vs-mil-0022401101_16.mp4;[{'player': 12, 'jersey_color': 'green', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 34}, {'player': 13, 'jersey_color': 'green', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 13, 'jersey_color': 'green', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None}, {'player': 0, 'jersey_color': 'white', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': None}];4
../validation/2025/multi/phx-vs-mil-0022401101_9.mp4;[{'player': 34, 'jersey_color': 'green', 'action': 'Free Throw', 'result': True, 'assisted': None, 'other_player': None}];1
../validation/2025/multi/phx-vs-mil-0022401101_28.mp4;[{'player': 11, 'jersey_color': 'green', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 13}];1
../validation/2025/multi/por-vs-atl-0022401097_9.mp4;[{'player': 17, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 10}, {'player': 33, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/por-vs-atl-0022401097_11.mp4;[{'player': 5, 'jersey_color': 'black', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 33}, {'player': 17, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/por-vs-atl-0022401097_16.mp4;[{'player': 17, 'jersey_color': 'black', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/sac-vs-was-0022401105_16.mp4;[{'player': 11, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 20}, {'player': 5, 'jersey_color': 'blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/sac-vs-was-0022401105_5.mp4;[{'player': 9, 'jersey_color': 'blue', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 8}, {'player': 11, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/sac-vs-was-0022401105_8.mp4;[{'player': 11, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': 0}, {'player': 0, 'jersey_color': 'blue', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 11}];2
../validation/2025/multi/sac-vs-was-0022401105_22.mp4;[{'player': 11, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': 5}];1
../validation/2025/multi/tor-vs-chi-0022401099_5.mp4;[{'player': 9, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 23, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/tor-vs-chi-0022401099_16.mp4;[{'player': 1, 'jersey_color': 'black', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 9}, {'player': 0, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/tor-vs-chi-0022401099_28.mp4;[{'player': 4, 'jersey_color': 'black', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 19, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 19, 'jersey_color': 'black', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/tor-vs-chi-0022401099_2.mp4;[{'player': 8, 'jersey_color': 'white', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 0}];1
../validation/2025/multi/atl-vs-dal-0022401109_23.mp4;[{'player': 11, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 31, 'jersey_color': 'blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/atl-vs-dal-0022401109_27.mp4;[{'player': 17, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 30, 'jersey_color': 'dark blue', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 17}, {'player': 26, 'jersey_color': 'dark blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];3
../validation/2025/multi/atl-vs-dal-0022401109_5.mp4;[{'player': 11, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/atl-vs-orl-0022401149_16.mp4;[{'player': 18, 'jersey_color': 'white', 'action': 'Free Throw', 'result': False, 'assisted': None, 'other_player': None}, {'player': 34, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/atl-vs-orl-0022401149_29.mp4;[{'player': 3, 'jersey_color': 'white', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': 5}, {'player': 5, 'jersey_color': 'black', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 3}];2
../validation/2025/multi/atl-vs-orl-0022401149_23.mp4;[{'player': 17, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 11}, {'player': 17, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 17, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/atl-vs-orl-0022401149_7.mp4;[{'player': 5, 'jersey_color': 'black', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': None}, {'player': 11, 'jersey_color': 'white', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 5}];2
../validation/2025/multi/cha-vs-ind-0022401104_29.mp4;[{'player': 33, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 0}, {'player': 0, 'jersey_color': 'purple', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/cha-vs-ind-0022401104_9.mp4;[{'player': 0, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 43, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 33, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': 43}];3
../validation/2025/multi/cha-vs-ind-0022401104_5.mp4;[{'player': 2, 'jersey_color': 'white', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 5}, {'player': 33, 'jersey_color': 'white', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 0}];2
../validation/2025/multi/cha-vs-ind-0022401104_1.mp4;[{'player': 0, 'jersey_color': 'light blue', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/den-vs-gsw-0022401125_13.mp4;[{'player': 15, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 1, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 1, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/den-vs-gsw-0022401125_24.mp4;[{'player': 15, 'jersey_color': 'white', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 23}];1
../validation/2025/multi/den-vs-gsw-0022401125_5.mp4;[{'player': 22, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 10, 'jersey_color': 'blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 1, 'jersey_color': 'blue', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 0, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 0, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}, {'player': 10, 'jersey_color': 'blue', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 0}];6
../validation/2025/multi/den-vs-gsw-0022401125_19.mp4;[{'player': 15, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/gsw-vs-lal-0022401117_25.mp4;[{'player': 4, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 77}, {'player': 15, 'jersey_color': 'yellow', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/gsw-vs-lal-0022401117_28.mp4;[{'player': 30, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 28, 'jersey_color': 'yellow', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 28, 'jersey_color': 'yellow', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/gsw-vs-lal-0022401117_19.mp4;[{'player': 15, 'jersey_color': 'yellow', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 11, 'jersey_color': 'yellow', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 28, 'jersey_color': 'yellow', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 23}, {'player': 23, 'jersey_color': 'white', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 28}, {'player': 28, 'jersey_color': 'yellow', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 23, 'jersey_color': 'white', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 28}];6
../validation/2025/multi/gsw-vs-phx-0022401154_5.mp4;[{'player': 4, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 23, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/gsw-vs-phx-0022401154_19.mp4;[{'player': 4, 'jersey_color': 'white', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': 0}, {'player': 0, 'jersey_color': 'purple', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 4}];2
../validation/2025/multi/gsw-vs-phx-0022401154_26.mp4;[{'player': 2, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 4}, {'player': 1, 'jersey_color': 'purple', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/gsw-vs-phx-0022401154_8.mp4;[{'player': 10, 'jersey_color': 'white', 'action': 'Free Throw', 'result': True, 'assisted': None, 'other_player': None}];1
../validation/2025/multi/mem-vs-det-0022401129_16.mp4;[{'player': 9, 'jersey_color': 'red', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 28, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 23, 'jersey_color': 'black', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': 9}, {'player': 9, 'jersey_color': 'red', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 23}];4
../validation/2025/multi/mem-vs-det-0022401129_25.mp4;[{'player': 13, 'jersey_color': 'red', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 28, 'jersey_color': 'black', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 13}, {'player': 13, 'jersey_color': 'red', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 9, 'jersey_color': 'black', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 13}];4
../validation/2025/multi/mem-vs-det-0022401129_4.mp4;[{'player': 13, 'jersey_color': 'red', 'action': 'Free Throw', 'result': True, 'assisted': None, 'other_player': None}];1
../validation/2025/multi/mem-vs-mia-0022401114_8.mp4;[{'player': 12, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 13, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/mem-vs-mia-0022401114_26.mp4;[{'player': 13, 'jersey_color': 'black', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 0}, {'player': 13, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/mem-vs-mia-0022401114_9.mp4;[{'player': 13, 'jersey_color': 'black', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/mia-vs-bos-0022401106_6.mp4;[{'player': 13, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 0, 'jersey_color': 'green', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/mia-vs-bos-0022401106_8.mp4;[{'player': 14, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/mia-vs-bos-0022401106_24.mp4;[{'player': 0, 'jersey_color': 'black', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 7}];1
../validation/2025/multi/mia-vs-bos-0022401106_13.mp4;[{'player': 9, 'jersey_color': 'white', 'action': 'Free Throw', 'result': True, 'assisted': None, 'other_player': None}];1
../validation/2025/multi/mil-vs-phi-0022401115_10.mp4;[{'player': 3, 'jersey_color': 'blue', 'action': 'Turnover', 'result': None, 'assisted': None, 'other_player': 12}, {'player': 12, 'jersey_color': 'white', 'action': 'Steal', 'result': None, 'assisted': None, 'other_player': 3}, {'player': 12, 'jersey_color': 'white', 'action': '3PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/mil-vs-phi-0022401115_7.mp4;[{'player': 30, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 11, 'jersey_color': 'blue', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 30}, {'player': 11, 'jersey_color': 'blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 30, 'jersey_color': 'blue', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': 11}];4
../validation/2025/multi/min-vs-bkn-0022401113_21.mp4;[{'player': 4, 'jersey_color': 'white', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 5}];1
../validation/2025/multi/min-vs-bkn-0022401113_25.mp4;[{'player': 30, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 10}, {'player': 2, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/min-vs-bkn-0022401113_29.mp4;[{'player': 3, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 27, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 27, 'jersey_color': 'white', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/min-vs-bkn-0022401113_12.mp4;[{'player': 1, 'jersey_color': 'grey', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 7}];1
../validation/2025/multi/nop-vs-lac-0022401111_22.mp4;[{'player': 1, 'jersey_color': 'blue', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 8}];1
../validation/2025/multi/nop-vs-lac-0022401111_12.mp4;[{'player': 40, 'jersey_color': 'blue', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 8}, {'player': 13, 'jersey_color': 'red', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 13, 'jersey_color': 'red', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/nop-vs-lac-0022401111_24.mp4;[{'player': 40, 'jersey_color': 'blue', 'action': 'Assist', 'result': None, 'assisted': None, 'other_player': 8}, {'player': 8, 'jersey_color': 'blue', 'action': '3PT Shot', 'result': True, 'assisted': True, 'other_player': 40}];2
../validation/2025/multi/por-vs-tor-0022401116_3.mp4;[{'player': 4, 'jersey_color': 'purple', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/por-vs-tor-0022401116_5.mp4;[{'player': 23, 'jersey_color': 'white', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 5}];1
../validation/2025/multi/por-vs-tor-0022401116_25.mp4;[{'player': 0, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 32, 'jersey_color': 'white', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 32, 'jersey_color': 'white', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 14, 'jersey_color': 'purple', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 32}, {'player': 14, 'jersey_color': 'purple', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 32}];5
../validation/2025/multi/por-vs-tor-0022401116_18.mp4;[{'player': 4, 'jersey_color': 'purple', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];1
../validation/2025/multi/sac-vs-cha-0022401118_19.mp4;[{'player': 10, 'jersey_color': 'black', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 25, 'jersey_color': 'light blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/sac-vs-cha-0022401118_25.mp4;[{'player': 30, 'jersey_color': 'black', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 13}, {'player': 25, 'jersey_color': 'teal', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/sac-vs-cha-0022401118_3.mp4;[{'player': 8, 'jersey_color': 'black', 'action': '2PT Shot', 'result': False, 'assisted': True, 'other_player': 11}, {'player': 30, 'jersey_color': 'light blue', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 30, 'jersey_color': 'light blue', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
../validation/2025/multi/sac-vs-cha-0022401118_30.mp4;[{'player': 11, 'jersey_color': 'light blue', 'action': 'Free Throw', 'result': True, 'assisted': None, 'other_player': None}, {'player': 13, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/uta-vs-hou-0022401107_4.mp4;[{'player': 13, 'jersey_color': 'purple', 'action': '3PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 4, 'jersey_color': 'red', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': 13}, {'player': 28, 'jersey_color': 'red', 'action': '2PT Shot', 'result': True, 'assisted': True, 'other_player': 4}];3
../validation/2025/multi/uta-vs-hou-0022401107_2.mp4;[{'player': 11, 'jersey_color': 'black', 'action': '3PT Shot', 'result': False, 'assisted': True, 'other_player': 17}, {'player': 4, 'jersey_color': 'red', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}];2
../validation/2025/multi/uta-vs-hou-0022401107_11.mp4;[{'player': 22, 'jersey_color': 'black', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 22, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 22, 'jersey_color': 'black', 'action': '2PT Shot', 'result': False, 'assisted': False, 'other_player': None}, {'player': 17, 'jersey_color': 'red', 'action': 'Foul', 'result': None, 'assisted': None, 'other_player': 22}];4
../validation/2025/multi/uta-vs-hou-0022401107_17.mp4;[{'player': 17, 'jersey_color': 'red', 'action': 'Block', 'result': None, 'assisted': None, 'other_player': 2}, {'player': 2, 'jersey_color': 'black', 'action': 'Rebound', 'result': None, 'assisted': None, 'other_player': None}, {'player': 2, 'jersey_color': 'black', 'action': '2PT Shot', 'result': True, 'assisted': False, 'other_player': None}];3
